title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Data Scientist,Realty Income Corporation,4.2,111994,"['Power BI', 'Azure', 'Spark', 'NoSQL', 'MongoDB', 'Windows', 'Java', 'SQL', 'AWS', 'Machine learning', 'PostgreSQL', 'Scala', 'Linux', 'Python', 'Analytics']",0.5,3,Real Estate,Real Estate,Company - Public,$10+ billion (USD),1969,"Nov 10, 2021",1,1,0,0,0,53,0
Senior Data Scientist,"Freedom Financial Network, LLC",3.6,98703,"['Analysis skills', 'Machine learning', 'Python']",5,5,Finance,Lending,Company - Private,$500 million to $1 billion (USD),2002,"Feb 04, 2022",0,0,1,0,0,20,0
Data Scientist,Deloitte ,4,120358,"['TensorFlow', 'SAFe', 'Data mining', 'SAS', 'Relational databases', 'Spark', 'R', 'Data analysis skills', 'Databases', 'SQL', 'Presentation skills', 'Machine learning', 'Regression analysis', 'Agile', 'Quantitative analysis', 'Communication skills', 'Python', 'Time management', 'Hadoop']",5,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Feb 03, 2022",0,0,0,0,0,172,0
Lead Data Scientist,Experian plc,4.5,76925,"['Data mining', 'SAS', 'Spark', 'R', 'SQL', 'Machine learning', 'Mentoring', 'Fraud', 'Communication skills', 'Python', 'Hadoop']",0,7,Finance,Financial Analytics & Research,Company - Public,$2 to $5 billion (USD),1980,"Jan 11, 2022",1,1,0,0,0,42,0
Director Data Management,Vitalant,3,147500,"['Crystal Reports', 'Power BI', 'Azure', 'AWS', 'Analysis skills', 'Machine learning', 'Cloud development', 'Software development', 'IT', 'AI', 'Informatica', 'Leadership', 'Communication skills', 'Data warehouse', 'SDLC']",3,5,Health Care,Health Care Services & Hospitals,Nonprofit Organization,$1 to $2 billion (USD),1943,"Jan 06, 2022",0,1,1,0,0,79,0
Lead Data Analyst,Discover Financial Services,3.9,68226,"['Customer segmentation', 'Machine learning', 'Fraud', 'Leadership', 'Negotiation']",2,5,Finance,Banks & Credit Unions,Company - Public,$25 to $50 million (USD),1985,"Sep 20, 2021",0,1,1,0,0,37,0
Senior Data Analyst,"Cox Communications, Inc.",4.1,81522,"['Microsoft Powerpoint', 'Pricing', 'Microsoft Excel', 'Data mining', 'Financial modeling', 'Tableau', 'SQL', 'Presentation skills', 'Product management', 'Recruiting', 'Telecommunication', 'Communication skills', 'Python', 'Marketing', 'Analytics']",3,7,Telecommunications,"Cable, Internet & Telephone Providers",Company - Private,$10+ billion (USD),1962,"Feb 15, 2022",0,0,1,0,0,60,0
Machine Learning Engineer,"CyberCoders, Inc.",4.1,135000,"['TensorFlow', 'Data modeling', 'Kubernetes', 'Spark', 'R', 'Java', 'SQL', 'AWS', 'Docker', 'Machine learning', 'APIs', 'Agile', 'S3', 'AI', 'Python']",5,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$100 to $500 million (USD),1999,"Feb 15, 2022",0,0,1,0,0,23,0
Senior Data Scientist,Kforce Inc.,4.1,90399,"['CI/CD', 'Azure', 'Data mining', 'Spark', 'R', 'Data analysis skills', 'Microsoft SQL Server', 'Google Cloud Platform', 'SQL', 'AWS', 'Machine learning', 'PostgreSQL', 'Scala', 'Natural language processing', 'Agile', 'Predictive analytics', 'AI', 'Python', 'T-SQL']",5,7,Information Technology,IT Services,Company - Public,$1 to $2 billion (USD),1966,"Jan 13, 2022",1,1,0,0,0,56,0
Software Engineer,"CyberCoders, Inc.",4.1,115000,"['MVC', 'Data structures', 'C#', 'Firmware', '.NET', 'APIs', 'Agile', 'Construction', 'AI', 'Communication skills']",4,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$100 to $500 million (USD),1999,"Feb 12, 2022",0,0,0,0,0,23,0
Business Development Associate,Altair Engineering Inc.,4.2,53617,"['Microsoft Powerpoint', 'Sales', 'Writing skills', 'Microsoft Office', 'AI']",0,5,Information Technology,Computer Hardware & Software,Company - Public,$100 to $500 million (USD),1985,"Feb 08, 2022",0,0,1,0,0,37,0
Data Analyst,Shellpoint Mortgage Servicing,3.5,73638,"['R', 'Research', 'SQL', 'AWS', 'Regression analysis', 'Communication skills', 'Python']",2,5,Finance,Financial Transaction Processing,Company - Private,$50 to $100 million (USD),2014,"Jan 26, 2022",0,0,0,0,0,8,0
Lead Data Scientist,Discount Tire Co. Inc.,3.9,113554,"['Statistical software', 'SAS', 'R', 'Machine learning', 'Python']",6,7,Retail,Automotive Parts & Accessories Stores,Company - Private,$2 to $5 billion (USD),1960,"Dec 08, 2021",0,1,0,0,0,62,1
Machine Learning Engineer,"Aptus Engineering, Inc",-0.1,85000,"['TensorFlow', 'MATLAB', 'Go', 'Computer vision', 'C#', 'R', 'Java', 'C++', 'C', 'Machine learning', 'Natural language processing', 'AI', 'Python']",2,1,Business Services,Research & Development,Company - Private,Unknown / Non-Applicable,2017,"Jan 16, 2022",1,1,1,0,0,5,1
Data Scientist II,International Business Machines Corporation,4,107999,"['TensorFlow', 'Statistics', 'Azure', 'Spark', 'R', 'Google Cloud Platform', 'Java', 'C++', 'Machine learning', 'Scala', 'Natural language processing', 'Financial services', 'AI', 'Banking', 'Python']",2,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Jan 27, 2022",1,1,0,0,0,111,0
Healthcare Analyst,"Blue Cross Blue Shield of Arizona, Inc.",3.6,62935,"['Computer science', 'Operating systems', 'Data mining', 'Word processing', 'Business analysis', 'Process improvement', 'Quality management', 'Research', 'Analysis skills', 'Project management', 'Leadership']",1,5,Insurance,Insurance Carriers,Nonprofit Organization,Unknown / Non-Applicable,1939,"Jan 11, 2022",0,0,1,0,1,83,1
Vice President Data Scientist,Intel Corporation,4.2,123520,"['Analysis skills', 'Product development', 'Machine learning', 'Manufacturing', 'AI', 'Communication skills', 'Analytics']",11,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1968,"Feb 14, 2022",1,1,0,0,0,54,0
Senior Data Analyst,Silicon Valley Bank,4.3,76256,"['Power BI', 'R', 'Tableau', 'SQL', 'Statistical analysis', 'Analysis skills', 'Machine learning', 'Data analytics', 'Data visualization', 'Communication skills', 'Banking', 'Python', 'Analytics']",0,5,Finance,Banks & Credit Unions,Company - Public,$1 to $2 billion (USD),1983,"Feb 14, 2022",0,1,0,0,0,39,0
Senior Data Scientist,Fox Corporation,3.9,128123,"['Kubernetes', 'Computer vision', 'Software deployment', 'Data structures', 'Google Cloud Platform', 'SQL', 'AWS', 'Docker', 'Machine learning', 'Deep learning', 'Natural language processing', 'Regression analysis', 'Linux', 'AI', 'Python']",0,6,Media,TV Broadcast & Cable Networks,Company - Public,Unknown / Non-Applicable,2019,"Sep 25, 2021",0,0,0,0,0,3,0
Fashion Model,Carvana,3.5,47761,"['Statistics', 'SAS', 'R', 'English', 'Tableau', 'SQL', 'Machine learning', 'Regression analysis', 'Predictive analytics', 'Data collection', 'Communication skills', 'Python', 'T-SQL']",0,6,Retail,Other Retail Stores,Company - Public,Unknown / Non-Applicable,2013,"Feb 15, 2022",0,0,1,0,0,9,1
Senior Data Scientist,"RunBuggy, Inc",4,100051,"['Statistics', 'Software troubleshooting', 'Kubernetes', 'Spark', 'Data analysis skills', 'Tableau', 'Databases', 'Microservices', 'AWS', 'Docker', 'Machine learning', 'Deep learning', 'REST', 'APIs', 'Communication skills', 'Python', 'GIS']",5,2,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2016,"Jan 15, 2022",0,0,0,0,0,6,0
Lead Software Engineer,"CyberCoders, Inc.",4.1,130000,"['Azure', 'MVC', 'Data structures', 'C#', 'Firmware', 'HIPAA', 'Git', '.NET', 'APIs', 'Agile', 'Construction', 'AI', 'Communication skills']",8,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$100 to $500 million (USD),1999,"Feb 16, 2022",0,0,0,0,0,23,0
Data Consultant,Accenture Ltd,4.1,88881,"['Azure', 'Data mining', 'SAS', 'Spark', 'R', 'Apache Hive', 'AWS', 'Machine learning', 'Scala', 'Regression analysis', 'Data science', 'Clustering', 'AI', 'Python', 'Hadoop']",2,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Dec 10, 2021",0,1,1,0,0,33,0
Data Analyst Manager,General Motors Corporation,4,100252,"['GM vehicles', 'Spark', 'Application development', 'SQL', 'Machine learning', 'Data analytics', 'Agile', 'IT', 'Data collection', 'Manufacturing', 'SSIS', 'AI', 'Python', 'Marketing', 'High availability', 'Hadoop', 'Design patterns']",7,7,Manufacturing,Transportation Equipment Manufacturing,Company - Public,$10+ billion (USD),1908,"Feb 16, 2022",0,1,0,0,0,114,0
Senior Data Scientist,PwC,3.9,100990,"['CI/CD', 'Azure', 'DevOps', 'Google Cloud Platform', 'AWS', 'Machine learning', 'Natural language processing', 'Predictive analytics', 'Python']",3,7,Business Services,Consulting,Company - Private,$5 to $10 billion (USD),1998,"Feb 09, 2022",1,1,1,0,0,24,0
Senior Process Manager,Cigna Corporation,3.8,204650,"['Live chat', 'TensorFlow', 'EDI', 'SAS', 'Spark', 'R', 'SQL', 'IVR', 'Machine learning', 'Deep learning', 'Natural language processing', 'Regression analysis', 'Python']",3,7,Insurance,Insurance Carriers,Company - Public,$10+ billion (USD),1865,"Aug 23, 2021",0,0,1,0,0,157,0
Analyst,Pearson plc,3.7,55021,"['Live chat', 'Salesforce', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Customer support', 'AI']",1,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Jan 19, 2022",0,1,1,0,0,178,0
Principal Data Scientist,Honeywell International Inc.,3.8,104406,"['D3.js', 'SAS', 'SAP HANA', 'SAP', 'Data structures', 'R', 'ERP systems', 'QlikView', 'Alteryx', 'NoSQL', 'Tableau', 'JavaScript', 'Data analytics', 'SAP ERP', 'Informatica', 'SPSS', 'Leadership', 'Python', 'Marketing', 'MySQL', 'Analytics', 'Hadoop']",3,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1885,"Oct 18, 2021",0,1,1,0,0,137,0
Machine Learning Engineer,American Express Company,4.2,102004,"['Signal processing', 'Computer vision', 'Big data', 'Data structures', 'C#', 'R', 'Data analysis skills', 'Java', 'C++', 'Machine learning', 'Scala', 'Natural language processing', 'Ruby', 'Software development', 'APIs', 'Agile', 'Data science', 'Leadership', 'Python']",3,7,Finance,Financial Transaction Processing,Company - Public,$10+ billion (USD),1850,"Feb 10, 2022",0,1,1,0,0,172,0
Data Scientist,Carvana,3.5,75898,"['Social media management', 'ATS', 'English', 'E-commerce', 'Recruiting', 'Predictive analytics', 'Communication skills', 'Analytics']",0,6,Retail,Other Retail Stores,Company - Public,Unknown / Non-Applicable,2013,"Dec 10, 2020",0,0,1,0,0,9,0
Senior Data Analyst,Accenture Ltd,4.1,82636,"['Data modeling', 'SQL', 'PL/SQL', 'Python']",2,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Dec 27, 2021",0,0,0,0,1,33,0
Lead Data Scientist,New Relic,4.2,105350,"['Statistics', 'Software troubleshooting', 'R', 'Tableau', 'SQL', 'Presentation skills', 'New Relic', 'Data science', 'Data collection', 'B2B marketing', 'Python', 'Marketing', 'Analytics']",3,5,Information Technology,Computer Hardware & Software,Company - Public,$100 to $500 million (USD),2008,"Nov 08, 2021",0,0,0,0,0,14,0
Lead Data Analyst,UST Global Inc. ,4,92725,"['Oracle', 'Microsoft SQL Server', 'NoSQL', 'SQL', 'PostgreSQL', 'Data warehouse', 'Control-M']",0,7,Information Technology,IT Services,Company - Private,$5 to $10 billion (USD),1999,"Sep 15, 2021",0,0,0,0,0,23,0
Data Scientist Manager,"Indeed, Inc.",4.4,183000,"['Spark', 'R', 'MongoDB', 'Java', 'SQL', 'C++', 'Machine learning', 'Scala', 'Apache Pig', 'Data collection', 'Python', 'Analytics', 'Hadoop']",5,7,Information Technology,Internet,Company - Private,$2 to $5 billion (USD),2004,"Feb 07, 2022",1,1,0,0,0,18,0
Senior Statistician,"W. L. Gore & Associates, Inc.",4.1,80699,"['Microsoft Powerpoint', 'Microsoft Excel', 'Biostatistics', 'SAS', 'Computer literacy', 'Clinical trials', 'Communication skills']",0,7,Manufacturing,Industrial Manufacturing,Company - Private,$2 to $5 billion (USD),1958,"Feb 13, 2022",0,1,0,0,0,64,0
Senior Business Analyst,Intuit Inc.,4.5,89309,"['Microsoft Powerpoint', 'Statistics', 'Microsoft Excel', 'Oracle', 'SAS', 'R', 'Microsoft Office', 'SQL', 'Analysis skills', 'Project management', 'Machine learning', 'Organizational skills', 'AI', 'Communication skills']",0,6,Information Technology,Computer Hardware & Software,Company - Public,$5 to $10 billion (USD),1983,"Feb 05, 2022",0,0,1,0,0,39,0
Data Scientist Manager,"Cox Communications, Inc.",4.1,102497,"['Data mining', 'Business intelligence', 'Spark', 'R', 'Alteryx', 'Data analysis skills', 'Apache Hive', 'Tableau', 'Java', 'SQL', 'Statistical analysis', 'Analysis skills', 'C++', 'Project management', 'Scala', 'Human resources', 'Telecommunication', 'Communication skills', 'Python', 'Workday', 'Time management', 'Analytics']",5,7,Telecommunications,"Cable, Internet & Telephone Providers",Company - Private,$10+ billion (USD),1962,"Dec 11, 2021",0,1,1,0,0,60,0
Staff Technical Manager,TuSimple Technology Co. Ltd ,4.2,126269,"['Growing experience', 'Elasticsearch', 'Cloud infrastructure', 'Oracle', 'Kubernetes', 'Spark', 'NoSQL', 'Tableau', 'Qualtrics', 'AWS', 'Splunk', 'New Relic', 'Sailpoint', 'Smartsheet', 'Scrum', 'Marketing automation', 'ServiceNow', 'Kafka', 'AI', 'Hadoop']",3,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Aug 02, 2021",0,0,0,0,0,7,0
UX Designer II,TuSimple Technology Co. Ltd ,4.2,104393,"['Visual design', 'Machine learning', 'Software development', 'Sketch', 'User research', 'Data visualization', 'Figma', 'Communication skills', 'InVision']",3,3,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2015,"Jul 12, 2021",0,1,0,0,0,7,0
Senior Data Analyst,"Splunk, Inc.",4.1,111450,"['SAFe', 'Microsoft Excel', 'CSS', 'Sales', 'Kanban', 'Alteryx', 'Tableau', 'SQL', 'Analysis skills', 'Data management', 'Splunk', 'Data analytics', 'Communication skills', 'Analytics']",5,6,Information Technology,Enterprise Software & Network Solutions,Company - Public,$1 to $2 billion (USD),2003,"Dec 21, 2021",0,0,0,0,0,19,0
Senior Statistical Analyst,Cytel Inc,4.2,81025,"['Clinical development', 'XML', 'SAS', 'Analysis skills', 'Quality control', 'CDISC standards', 'Clinical trials']",5,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$100 to $500 million (USD),1987,"Feb 04, 2022",0,1,1,0,0,35,0
Senior Statistical Analyst,Translational Drug Development,4.7,89076,"['Statistical software', 'XML', 'SAS', 'R', 'Clinical trials', 'Communication skills', 'FDA regulations']",5,2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$25 to $50 million (USD),2003,"Nov 28, 2021",0,1,1,0,0,19,1
Principal Data Scientist,Silicon Valley Bank,4.3,135161,"['CI/CD', 'SAS', 'Calculus', 'R', 'Git', 'SQL', 'Math', 'Machine learning', 'Mentoring', 'Software development', 'Regression analysis', 'S3', 'Design thinking', 'Redshift', 'Banking', 'Python', 'Analytics', 'SDLC']",5,5,Finance,Banks & Credit Unions,Company - Public,$1 to $2 billion (USD),1983,"Jan 26, 2022",1,1,0,0,0,39,0
Senior Data Analyst,ON Semiconductor Corporation,3.9,89402,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Oracle', 'R', 'Research', 'Tableau', 'SQL', 'Analysis skills', 'Data management', 'Human resources', 'HRIS', 'Data visualization', 'Python', 'Analytics']",8,7,Manufacturing,Electrical & Electronic Manufacturing,Company - Public,$5 to $10 billion (USD),1999,"Feb 15, 2022",0,0,0,0,0,23,1
Data Scientist,Recruiting from Scratch,4.9,91528,"['TensorFlow', 'Go', 'C++', 'Contracts', 'AI', 'Communication skills', 'Python']",5,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2019,"Nov 01, 2021",1,1,1,0,0,3,0
Staff Data Engineer,"Early Warning Services, LLC.",3.1,112165,"['CI/CD', 'Elasticsearch', 'Cloud infrastructure', 'Azure', 'Big data', 'DevOps', 'Spark', 'R', 'Microsoft SQL Server', 'Google Cloud Platform', 'Microservices', 'AWS', 'Machine learning', 'Distributed systems', 'Software development', 'Kafka', 'AI', 'Data warehouse', 'Python', 'SDLC']",2,4,Finance,Banks & Credit Unions,Company - Private,$100 to $500 million (USD),1991,"Feb 10, 2022",0,0,1,0,0,31,1
Solutions Engineer,Intel Corporation,4.2,98041,"['TensorFlow', 'Cloud architecture', 'Deep learning', 'Technical writing', 'AI', 'Communication skills']",3,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1968,"Feb 13, 2022",0,0,1,0,0,54,0
Senior Data Scientist,PwC,3.9,88267,"['Microsoft Powerpoint', 'Microsoft Word', 'Power BI', 'Microsoft Excel', 'Data mining', 'R', 'QlikView', 'Tableau', 'Java', 'SQL', 'C++', 'Machine learning', 'Natural language processing', 'Regression analysis', 'Data science', 'Research & development', 'Python']",3,7,Business Services,Consulting,Company - Private,$5 to $10 billion (USD),1998,"Nov 10, 2021",0,0,1,0,0,24,0
Senior Data Analyst,Celerion,3.3,81584,"['SAS', 'Research', 'Clinical trials']",2,5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$100 to $500 million (USD),2010,"Dec 08, 2021",0,0,1,0,0,12,0
Machine Learning Engineer Manager,Deloitte ,4,108357,"['Azure', 'Kubernetes', 'XML', 'Spark', 'Git', 'Google Cloud Platform', 'SOAP', 'AWS', 'Docker', 'Machine learning', 'Terraform', 'Deep learning', 'REST', 'Natural language processing', 'Fraud', 'JSON', 'Redshift', 'AI', 'Communication skills', 'Data warehouse', 'Python']",5,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Dec 14, 2021",0,1,1,0,0,172,0
Senior Data Analyst,Childhelp,3.2,62317,"['Microsoft Powerpoint', 'Microsoft Excel', 'ATS', 'Windows', 'Technical support', 'Microsoft Office', 'Analysis skills', 'Human resources', 'Data analytics', 'HRIS', 'Communication skills', 'Time management']",1,4,Non-Profit,Social Assistance,Nonprofit Organization,$25 to $50 million (USD),1959,"Aug 17, 2021",0,0,1,0,0,63,0
Data Consultant,Accenture Ltd,4.1,78863,"['Change management', 'Data management', 'Conflict management', 'Scrum', 'Training & development', 'Metadata', 'Leadership']",1,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Jan 28, 2022",0,0,1,1,0,33,0
Strategy Manager,Deloitte ,4,120043,"['Management', 'Six Sigma', 'Analysis skills', 'Machine learning', 'Data management', 'Continuous improvement', 'AI', 'Leadership', 'Communication skills', 'Analytics']",10,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Sep 30, 2021",0,1,1,0,0,172,0
